text,label,islenmis_text
kız kimle yakın arkadaş duygu besliyor allahım delireceğim yareppim ,kizgin,kız kim yakın arkadaş duygu besl allah delir yareppim
abi koca gursuda kiralık daire yok kafayı yiyeceğim ,kizgin,abi koca gursuda kira daire yok kafa yi
boku bitmiyor çıldıracağım ,kizgin,bok bit çıldır
düşündükçe sinirleniyorum sinirlendikçe düşünüyorum kısır döngü girdabındayım ,kizgin,düşün sinirlen sinirlen düşün kısır döngü girdab
uyurken burnum kanamış heryer kan olmuş uyanırken sinir küpü uyandım ,kizgin,uyu burn kana heryer kan ol uyan sinir küp uyan
kavga edeceğim sinirden çarpıntım tutuyor ,kizgin,kavga ed sinir çarpıntı tut
sinirle fazla yaşamam diyorum yaşadıkça sinirleniyorum ,kizgin,sinirle fazla yaşa di yaşa sinirlen
alışveriş yapıcam yokki yapim sinir bozucu ,kizgin,alışveriş yapıcam yokki yapim sinir boz
sinirlenince gözlerimin dolmasından nefret ediyorum ,kizgin,sinirlen göz dolma nefret ed
aç sinirliyim kurban olayım yok sayın ,kizgin,aç sinirli kurban ol yok sayın
gecenin saat yüksek seale gazap dinliyorsun küfür edeceğim ,kizgin,gece saat yüksek seale gazap dinl küfür ed
of ağzımdaki uyuşukluk geçmedi delireceğim ,kizgin,of ağz uyuşuk geç delir
telefonumun ekranı çizildi kırılmış duruyor sinirliyim ,kizgin,telefon ekran çiz kır dur sinirli
passolig cezayı bozüyük vitraspordan aldım beşiktaş bayern maçına girememek delireceğim ,kizgin,passolig ceza bozüyük vitraspordan al beşiktaş bayern maç gir delir
millet der düşünenlerden nefret ediyorum ,kizgin,millet de düşün nefret ed
siren sesinde içimi sızlatan amblans seslerinden nefret ediyorum ,kizgin,siren se iç sızla amblans ses nefret ed
ekilmekten nefret ediyorum ,kizgin,ek nefret ed
allahım etraf beyinsiz kaynıyor çıldıracağım ,kizgin,allah etraf beyinsiz kayn çıldır
yaş kız evde kaldım diyor yok çıldıracağım acele ,kizgin,yaş kız ev kal di yok çıldır acele
yeter karşıma saçma sapan insanlar çıkmadan bitsin kabak tadı verdi aynı ,kizgin,yeter karşı saçma sap insan çık bit kabak tad ver aynı
salak gerizekalı yemin ediyorum mal matematikten farkın yok ,kizgin,salak gerizekalı yem ed mal matematik fark yok
ela yokken yapasım gelmiyor çıldıracağım ,kizgin,ela yok yap gel çıldır
instastory izleyenler neye sıralanıyor yemin ederim çıldıracağım ,kizgin,instastory izle ne sırala yem ed çıldır
istediğim ekleri bulamıyorum delireceğim ,kizgin,iste ek bul delir
sınavdan sınava giriyorum kafayı yiyeceğim ,kizgin,sınav sınav gir kafa yi
birinin kilosu boyuyla dalga geçildiğini görünce küfür edilmiş sinirleniyorum ,kizgin,biri kilo boy dalga geç gör küfür ed sinirlen
allah aşkına android çevrimdışı müzik programı söyleyin kafayı yiyeceğim ,kizgin,allah aşk android çevrimdış müzik program söyle kafa yi
gerizekali diyorum halt yapıyorsun delireceğim ,kizgin,gerizekali di halt yap delir
paypal’ı ülkemizden kaldırdılar öfkeliyim konuda geri getirin yeter ,kizgin,paypal ülke kaldır öfke konu geri getir yeter
karşımdakine değer verirsem sinirleniyorum yanlışlara ,kizgin,karşı değ ver sinirlen yanlış
sodayı açmaya çalışırken yere döktüm sakar öfkeliyim an ,kizgin,soda aç çalış yer dök sakar öfke an
günlerinden nefret ediyorum ,kizgin,gün nefret ed
sol şeritte lik yolda sürüyor gerizekalı allahım sakin olamıyorum böylelerini görünce ,kizgin,sol şerit lik yol sür gerizekalı allah sakin ol böyle gör
herşeye sinirleniyorum saçımı başımı yolmamak kendimi zor tutuyorum ,kizgin,herşey sinirlen saç baş yol kendi zor tut
alışveriş yapmam lazım sinirleniyorum ,kizgin,alışveriş yap lazım sinirlen
sinirliyken eğlendirmeye çalışanlara sinirleniyorum ,kizgin,sinirli eğlen çalış sinirlen
çıkıp bağıra bağıra küfür edeceğim tutamıyorum kendimi ,kizgin,çık bağır bağır küfür ed tut kendi
sinirleniyorum lanet üniversitede karar mantıklı ,kizgin,sinirlen lanet üniversite kar mantık
herşeye hızlı sinirleniyorum tahammül süremi çoktan aştık birtanem ,kizgin,herşey hızlı sinirlen tahammül süre çok aş birtane
benle alakası olamayan sinirleniyorum benle alakası olanlara sinirleniyordum galiba menapoz ,kizgin,ben alaka ol sinirlen ben alaka ol sinirlen galiba menapoz
param yokken yapmayın indirimleri sinirleniyorum ,kizgin,para yok yap indirim sinirlen
bomboş saçma bugün öfkeliyim ,kizgin,bomboş saçma bugün öfke
domuz eti yersin sinirden küplere bindim uyuyamıyorum ,kizgin,do et ye sinir küp bin uyu
kuş beyinli dicem kuşlara hakaret kuşların beyni yok amk ,kizgin,kuş beyin dicem kuş hakaret kuş beyn yok amk
sürekli sinirleniyorum akışına bıraktım neye sinirlendiğimi bilmiyorum ,kizgin,sürekli sinirlen ak bırak ne sinirlen bil
of anlamsızca öfkeliyim ,kizgin,of anlam öfke
an sinirleniyorum gebze haremi gördükçe akraba olma arabası geçecek ,kizgin,an sinirlen gebze hare gör akraba ol araba geç
anda sinirleniyorum kendime sebebi ,kizgin,an sinirlen kendi sebeb
hayat beklediğim gitmiyor sinirleniyorum doktor hanım ,kizgin,hayat bekle git sinirlen doktor hanım
uykumu almadığım kendimi agresif hissediyorum ,kizgin,uyku al kendi agresif hissed
bugün kendimi türkmenistan hazar denizindeki kıta sahanlığından problem yaşayan rusya agresif hissediyorum ,kizgin,bugün kendi türkmenistan hazar deniz kıta sahan problem yaşa rusya agresif hissed
agresif hissediyorum an bilmiyorum çişim olduğundandır ,kizgin,agresif hissed an bil çiş ol
esra erolu çileden çıkartan şalvarli gelin adayı agresif hissediyorum ,kizgin,esra erol çile çıkart şalvarli gel ada agresif hissed
ay bugün kendimi işe yaramaz uyuz agresif hissediyorum ,kizgin,ay bugün kendi işe yaramaz uyuz agresif hissed
ayran içtim agresif hissediyorum ,kizgin,ayran iç agresif hissed
fragmanın gelmediği an agresif hissediyorum oldu ,kizgin,fragman gel an agresif hissed ol
yandan uzunu izlediğim agresif hissediyorum kendimi birazdan umarsızca koşmaya çıkacağım sinirimi atmak ,kizgin,yan uz izle agresif hissed kendi birazdan umar koş çık sinir at
siteye uğradığım zamanlar gergin agresif hissediyorum ,kizgin,site uğra zamanla gergin agresif hissed
gerizekalı agresif hissediyorum timeline boşken millete sallayayım diyorum iyi biriyim ,kizgin,gerizekalı agresif hissed time boş millet salla di iyi biri
sinirliyim bulaşanı hücrelerine parçalıyabilirim ,kizgin,sinirli bulaş hücre parçalıyabilirim
cidden bugün sinirliyim alnıma sataşmayın yazcam ,kizgin,cidden bugün sinirli aln sataş yazcam
hadsizlik filmde resmen sinirden küplere bindim islamı yerden yere vurdu ,kizgin,had film resmen sinir küp bin islam yer yer vur
sinirliyim an camdan atlayabilirim ,kizgin,sinirli an cam atla
fena iftira atıldı üstüme an sinirliyim ,kizgin,fena iftira atıl üst an sinirli
sarılmayı fiziksel algılayanlara kızgınım ,kizgin,sar fizik algıla kızgın
agresif oldum olmadık herşeye sinirlenir oldum ,kizgin,agresif ol olmadık herşey sinirlen ol
yüzüme söyleyemeyip buradan laf gönderenlere sinir oluyorum kolaysa yüzüme söyle ,kizgin,yüz söyle bura laf gönder sinir ol kolay yüz söyle
seninle muhattap eden hayatın vizyonsuzluğuna baya kızgınım ,kizgin,sen muhattap ed hayat vizyon bay kızgın
sinir oluyorum aralar ,kizgin,sinir ol arala
erzurumlu birine sinirlenince “çor zıkkım davun gatıran” diyorum anlamıyor sinir bozucu ,kizgin,erzurum biri sinirlen çor zıkkım davun gatıran di anla sinir boz
aramamış olman sinir bozucu ,kizgin,ara ol sinir boz
zamanımı boşa harcadığım kendime kızgınım ,kizgin,zaman boşa harca kendi kızgın
bilader kelime sinir bozucu peki ,kizgin,bilader kelim sinir boz peki
sinirliyim çirkin yapıyor ,kizgin,sinirli çirkin yap
yemin ederim kan beynimden sıçrıyor derece sinirliyim ,kizgin,yem ed kan beyn sıçr derece sinirli
genel öğün asabi agresifim ara öğünler sinirli ,kizgin,genel öğün asabi agresif ara öğün sinirli
gördüğüm manzaradan ikinci öğretimlere kızgınım ,kizgin,gör manzara ikinci öğretim kızgın
aralar fazla tahammülsüz sinirliyim hayrolsun ,kizgin,arala fazla tahammül sinirli hayrolsun
googleun soruya cevabı sinir bozucu ,kizgin,googleun soru cevab sinir boz
eskisindende agresif oldum kafamda filler dans ediyor ,kizgin,eskisindende agresif ol kafa fil dans ed
yaratmayanlara kızgınım hakkımdı ,kizgin,yarat kızgın hakk
rehberimde kişi halı sahaya gelicek adam bulamıyorum amk kafayı yiyeceğim ,kizgin,rehber kişi hal saha gelicek ada bul amk kafa yi
karadenizli olmayanların şive yapmaya çalışması sinir bozucu ,kizgin,karadeniz ol şive yap çalış sinir boz
annem beyaz pantolonla cebinde lirayı yıkamış isyan ettim sinirliyim beyazlarla yıkanır ,kizgin,anne beyaz pantolon ceb lira yıka isyan et sinirli beyaz yıka
fena sinirliyim çarşıya iniyorum ortalığı birbirine katacağım ,kizgin,fena sinirli çarşı in ortalığ birbiri kat
müezzinden saat uyandığım hayata kırgın kızgınım ,kizgin,müezzin saat uyan hayat kırgın kızgın
spor hocama bugün sinirliyim dedim çalıştır an sinirli oldum unuttum hocaya sinirliyim ,kizgin,spor hoca bugün sinirli de çalış an sinirli ol unut hoca sinirli
taehyunga sakız meselesine sinirliyim anlatamam ,kizgin,taehyunga sakız mesele sinirli anlat
kızgınım kişilere an sıfırlar ,kizgin,kızgın kişi an sıfırla
bende böyleyim sinirliyim agresifim ,kizgin,ben böyle sinirli agresif
sinirliyim örtmene hastayım diyip gitmeyeceğim derse amk matemetik öğrenmek istemiyorum ,kizgin,sinirli ört hasta di git der amk matemetik öğren iste
zeki insanlar çabuk sinirlenir okudum yerde oldu bilmiyorum anda küplere bindim ,kizgin,zeki insan çabuk sinirlen oku yer ol bil an küp bin
domuz eti yersin sinirden küplere bindim uyuyamıyorum ,kizgin,do et ye sinir küp bin uyu
birine küfür edeceğim hasan ali kaldırım diyecem ,kizgin,biri küfür ed hasa ali kaldırım diyecem
pislik arkadaşlara sahibim yemin ederim düşündükçe kafayı yiyeceğim ,kizgin,pislik arkadaş sahib yem ed düşün kafa yi
kafayı yiyeceğim kediyi öldürür insan ,kizgin,kafa yi kedi öldür insan
dakikada kontenjan doldurulabilir kafayı yiyeceğim bak ,kizgin,dakika kontenjan doldur kafa yi bak
delireceğim kafayı yiyeceğim sus beynim sus ,kizgin,delir kafa yi sus beyn sus
yahu rakamındaki sır kafayı yiyeceğim ,kizgin,yahu rakam sı kafa yi
çemensiz pastırma sinir oldum an yok ha ,kizgin,çemen pastırma sinir ol an yok ha
anlayamadı sinir oldum sağolsun bağıranlar yüzünden ,kizgin,anla sinir ol sağol bağır yüzünden
pasif agresiflikten nefret ederken pasif agresif oldum hayatım baya planladığım gidiyor ,kizgin,pasif agresif nefret ed pasif agresif ol hayat bay planla gid
olmadığım kızgınım hocaya takıma ,kizgin,ol kızgın hoca tak
final haftamda agresifim uçan kusla kavga ediyorum ,kizgin,final hafta agresif uç kusla kavga ed
geceden bugüne bitti turkcelli allah alsın an kızgınım ,kizgin,gece bugün bit turkcell allah al an kızgın
aşırı agresifim selam verse selam veriyosun kavga çıkarsam ,kizgin,aşırı agresif sela ver sela veriyosun kavga çıkar
para yok diyorum agresifim diyorum ,kizgin,par yok di agresif di
güzel çay içemedim agresifim ,kizgin,güzel çay iç agresif
germeyin oğlum sinirliyim agresifim bak ,kizgin,ger oğl sinirli agresif bak
sevgilimi özledim ters yapan başının üstünde yeri agresifim kompleksliyim an ,kizgin,sevgili özle ters yap baş üst yer agresif kompleks an
sinirlenemiyor oluşuma kızgınım ,kizgin,sinirlen oluşum kızgın
inşallah karşıma çıkmazsın nefret ediyorum nefret ,kizgin,inşallah karşı çık nefret ed nefret
modüler aritmetik nefret ediyorum ,kizgin,modüler aritmetik nefret ed
yanımda olmadığın suçlusun kızgınım ,kizgin,yan ol suçlu kızgın
heyecanlanınca yalan söyleyince elimin ayağımın titremesinden nefret ediyorum ,kizgin,heyecanlan yalan söyle el ayağ titre nefret ed
sorlan sorulardan karşıma ikinci çıkan insanlardan nefret ediyorum ,kizgin,sorlan soru karşı ikinci çık insan nefret ed
sinirliyim allahım inşallah topunuzun belasını verir hiçbirinize ayık kafayla dayanamıyorum ,kizgin,sinirli allah inşallah top bela ver hiçbiri ayık kafa dayan
allahım kafayı yiyeceğim kursta uykum geldi dayanamıyorum çıktım ,kizgin,allah kafa yi kurs uyku gel dayan çık
can manay eski sevgilisinin gözüne kezzap dökmüş kafayı yiyeceğim ,kizgin,can manay eski sevgili göz kezzap dök kafa yi
ders çalışıyorum gidiyor merak ediyorum kafayı yiyeceğim ,kizgin,ders çalış gid merak ed kafa yi
tarihlere kızgınım takvim yapraklarıyla anlaşamıyorum ,kizgin,tarih kızgın takvim yaprak anlaş
yürüyemediğim yolların içimde birikmesine kızgınım yalnızca ,kizgin,yürü yol iç birik kızgın yalnızca
soyisimlerinizi kullanarak yerlere gelmenize aşırı kızgınım ,kizgin,soyisimlerinizi kullan yer gel aşırı kızgın
ayrılığı reva görenlere miktar kızgınım ,kizgin,ayrılığ reva gör miktar kızgın
git gide tahammülsüz insan oluyorum sürekli sinirliyim galiba ruh hastası oluyorum yavaştan ,kizgin,git gid tahammül insan ol sürekli sinirli galiba ruh hasta ol yavaş
kafam karışık uykusuz aç agresifim anlamsız karmaşa hiçim ,kizgin,kafa karışık uyku aç agresif anlam karmaşa hiç
kızgınım sinirliyim karşılaşsak kaşık suda boğarım yüzüne tükürürüm evet ,kizgin,kızgın sinirli karşı kaşık su boğ yüz tükür evet
kızgınım kendime defasında kendimden karşımdakine değer verdiğim kendime kızgınım ,kizgin,kızgın kendi defa kendi karşı değ ver kendi kızgın
kızgınım kalsam soğumam ,kizgin,kızgın kal soğu
medenicinin dersindeki ses kaydını dinliyorum adam yavaş konuşuyor vallahi kafayı koyup uyucam kızgınım ,kizgin,medeni ders ses kayd dinl ada yavaş konuş vallahi kafa koy uyucam kızgın
kaderimizde kolayca ekmek kazanmak nasip değilmiş bilmiyorum hayata kızgınım ,kizgin,kader kolay ekmek kazan nasip değil bil hayat kızgın
erken uyandığım kızgınım kendime bok ,kizgin,erken uyan kızgın kendi bok
kızgınım kendime gider diyenlere gidenleri savunduğuma kızgınım ,kizgin,kızgın kendi gid di gid savun kızgın
saatte uyandıran alese miktarda kızgınım ,kizgin,saat uyan ales miktar kızgın
seninle muhattap eden hayatın vizyonsuzluğunada baya kızgınım ,kizgin,sen muhattap ed hayat vizyonsuzluğunada bay kızgın
herşeye kızgınım sebebini bilmiyorum ,kizgin,herşey kızgın sebeb bil
muslera formuyla oldukça kızgınım kötü senedir kötü ,kizgin,muslera form oldukça kızgın kötü se kötü
tersimden kalktım sinirden çıldıracağım bugün ,kizgin,ters kalk sinir çıldır bugün
aykut hoca yeter libero saldır diyoruz yaptığına bak sövdüreceksin illa ,kizgin,aykut ho yeter libero saldır di yap bak söv illa
mesaj bekliyorum ay çıldıracağım ,kizgin,mesaj bekl ay çıldır
bilip bilmeden cengiz han hakkında yorum yapıyor kafayı yiyeceğim ,kizgin,bil bil cengiz han hakkında yorum yap kafa yi
çıldıracam gücü nerden alıyor ,kizgin,çıldıracam güc ner al
zıpırı gördükçe sövüyorum rahat bırak topçuları itici oğlu itici ,kizgin,zıpır gör söv rahat bırak top it oğl it
uzun süre girmeyip tekrar online olunca tuhaf oluyormuş takipten çıkan ana bacı sövüyorum ,kizgin,uzun sür gir tekrar online ol tuhaf ol takip çık ana bacı söv
haluk levent’in yaptıklarını görünce yapması gereken yapmayan kurumlara sövüyorum ,kizgin,haluk levent yap gör yap gerek yap kurum söv
dakikadır aralıksız sövüyorum asalaklar vergimizden maaş alıyor ,kizgin,dakika aralık söv asalak vergi maaş al
yeter sürekli yaptığınız saçma salak mum söndü muhabbetleri hepinizin mumu sönsün ,kizgin,yeter sürekli yap saçma salak mum sön muhabbet hep mum sön
çift liberolar öpsün defol vizyonsuz şebelek yeter ,kizgin,çift libero öp defol vizyon şebelek yeter
allahım uçuğa iyi gelir bilen çıldıracağım ,kizgin,allah uçuğ iyi gel bil çıldır
site toplantısına oğlumu yolladım sinir küpü olmuş geldi ,kizgin,sit toplantı oğl yolla sinir küp ol gel
dakika ders çalışıyorum sinir küpü kalkıyorum neye sinirlendiğimi bende bilmiyorum ,kizgin,dakika ders çalış sinir küp kalk ne sinirlen ben bil
eko an karşımda sinir küpü tansu oyunda geçiyorsun strese sokuyorsun ,kizgin,eko an karşı sinir küp tansu oy geç stres sok
gergin an anasayfada sinir küpü olmuş ,kizgin,gergin an anasayfa sinir küp ol
an öfkeliyim sinirimi yatıştıracak yapmam lazım ,kizgin,an öfke sinir yatış yap lazım
sinirliyim kızgınım öfkeliyim yazıklar alayina haftada galibiyet alamadık ,kizgin,sinirli kızgın öfke yazık alayina hafta galibiyet al
dışarı çıkıp eğlenenlere öfkeliyim havada evde edebiyat çalışmak bitiriyor ,kizgin,dışarı çık eğlen öfke hava ev edebiyat çalış bitir
uyuyamıyorum delireceğim gün ,kizgin,uyu delir gün
öfkeliyim başım ince ince ağrıyor ,kizgin,öfke baş ince ince ağr
sinir bozucu etrafımda dans edersin ha ,kizgin,sinir boz etraf dans ed ha
